"BLDG_NUM,N,19,11","PRG__NUM,N,19,11","NAME,C,254","GRADES,C,254","ADDRESS,C,254","ZIPCODE,C,254","CATEGORY,C,254","TYPE,C,254","x_1,N,19,11","y_1,N,19,11",,Match Y/N,Match Type,Matched Address,Tiger Line ID,Tiger Side,Longitude,Latitude
107.00000000000,107.00000000000,Gilmor,Pre-K - 5.,1311 N. Gilmor Street,21217,ES,Traditional,1413519.23203000000,596615.18070900000,,Match,Exact,"1311 N Gilmor St, BALTIMORE, MD, 21217",206430521,R,-76.6432,39.303383
122.00000000000,122.00000000000,Samuel Coleridge-Taylor,Pre-K - 5.,507 W. Preston Street,21201,ES,Traditional,1418126.33994000000,594654.89001000000,,Match,Exact,"507 W Preston St, BALTIMORE, MD, 21201",206465726,L,-76.62577,39.299488
124.00000000000,124.00000000000,Bay-Brook,Pre-K - 8.,4301 Tenth Street,21225,PK8,Traditional,1426049.16498000000,567921.89098300000,,Match,Exact,"4301 10th St, BALTIMORE, MD, 21225",206423318,L,-76.599785,39.226593
125.00000000000,125.00000000000,Furman L Templeton,Pre-K - 5.,1200 N. Pennsylvania Ave.,21217,ES,Traditional,1416941.30787000000,594951.67025600000,,No_Match,,,,,,
130.00000000000,130.00000000000,Booker T. Washington,6 - 8.,1301 Mcculloh Street,21217,MS,Traditional,1417641.19393000000,596121.11509600000,,Match,Exact,"1301 McCulloh St, BALTIMORE, MD, 21217",206417107,R,-76.627815,39.30263
134.00000000000,134.00000000000,Walter P. Carter,Pre-K - 8.,820 E. 43Rd Street,21212,PK8,Traditional,1424294.66192000000,610737.30797600000,,Match,Exact,"820 E 43rd St, BALTIMORE, MD, 21212",206445670,L,-76.60454,39.342377
142.00000000000,142.00000000000,Robert W. Coleman,Pre-K - 5.,2400 Windsor Avenue,21216,ES,Traditional,1409856.05990000000,599764.39061800000,,Match,Exact,"2400 Windsor Ave, BALTIMORE, MD, 21216",206414308,R,-76.655876,39.312298
144.00000000000,144.00000000000,James Mosher,Pre-K - 5.,2400 W. Mosher Street,21216,ES,Traditional,1409754.15689000000,594961.32607700000,,Match,Exact,"2400 Mosher St, BALTIMORE, MD, 21216",206414572,R,-76.65515,39.299587
145.00000000000,145.00000000000,Alexander Hamilton,Pre-K - 5.,800 Poplar Grove Street,21216,ES,Traditional,1406863.47992000000,594148.58196800000,,Match,Exact,"800 Poplar Grove St, BALTIMORE, MD, 21216",206465934,L,-76.6651,39.2972
150.00000000000,150.00000000000,Mary Ann Winterling,Pre-K - 5.,220 N. Bentalou Street,21223,ES,Traditional,1410290.97996000000,591995.94355600000,,Match,Exact,"220 N Bentalou St, BALTIMORE, MD, 21223",206438387,L,-76.65306,39.29093
159.00000000000,159.00000000000,Cherry Hill,Pre-K - 8.,801 Bridgeview Road,21225,PK8,Traditional,1418899.61202000000,576151.33154500000,,Match,Exact,"801 Bridgeview Rd, BALTIMORE, MD, 21225",206466597,L,-76.62394,39.248432
160.00000000000,160.00000000000,Dr. Carter Godwin Woodson,Pre-K - 8.,2501 Seabury Road,21225,PK8,Traditional,1419220.43388000000,577716.44324400000,,Match,Exact,"2501 Seabury Rd, BALTIMORE, MD, 21225",206466599,L,-76.62318,39.252457
163.00000000000,163.00000000000,Patapsco,Pre-K - 8.,844 Roundview Road,21225,PK8,Traditional,1418759.29209000000,575593.55903800000,,Match,Exact,"844 Roundview Rd, BALTIMORE, MD, 21225",206460572,R,-76.622665,39.246506
164.00000000000,164.00000000000,Arundel,Pre-K - 8.,2400 Round Road,21225,PK8,Traditional,1417789.83504000000,577681.51549200000,,Match,Exact,"2400 Round Rd, BALTIMORE, MD, 21225",206422540,R,-76.62724,39.252117
177.00000000000,177.00000000000,George W.F. McMechen,9 - 12.,4411 Garrison Boulevard,21215,SPED,SPED,1401815.83812000000,608609.20790200000,,Match,Exact,"4411 Garrison Blvd, BALTIMORE, MD, 21215",206442261,R,-76.68474,39.337353
413.00000000000,178.00000000000,Excel Academy @ Francis M. Wood,9 - 12.,1001 W. Saratoga Street,21223,Alt,Alt,1415813.35901000000,592124.01613500000,,Match,Exact,"1001 W Saratoga St, BALTIMORE, MD, 21223",206465632,L,-76.63407,39.29245
181.00000000000,181.00000000000,Southside Academy,9 - 12.,2700 Seamon Avenue,21225,HS,Traditional,1419615.97607000000,577890.15713500000,,Match,Exact,"2700 Seamon Ave, BALTIMORE, MD, 21225",206466603,R,-76.62056,39.253723
201.00000000000,201.00000000000,Dickey Hill,Pre-K - 8.,5025 Dickey Hill Road,21207,PK8,Traditional,1396123.87509000000,599158.49812900000,,Match,Exact,"5025 Dickey Hill Rd, BALTIMORE, MD, 21207",206443095,L,-76.703125,39.311714
203.00000000000,203.00000000000,Maree Garnett Farring,Pre-K - 8.,300 Pontiac Avenue,21225,PK8,Traditional,1423655.56609000000,572077.34100500000,,Match,Non_Exact,"300 E Pontiac Ave, BALTIMORE, MD, 21225",206423004,L,-76.60749,39.236713
204.00000000000,204.00000000000,Mary E. Rodman,Pre-K - 5.,3510 W. Mulberry Street,21229,ES,Traditional,1403906.43006000000,592116.94036200000,,Match,Exact,"3510 W Mulberry St, BALTIMORE, MD, 21229",206449975,R,-76.6756,39.29189
205.00000000000,205.00000000000,Woodhome,Pre-K - 8.,7300 Moyer Avenue,21234,PK8,Traditional,1442236.77007000000,619552.62892800000,,Match,Exact,"7300 Moyer Ave, BALTIMORE, MD, 21234",206411839,L,-76.53919,39.367424
206.00000000000,206.00000000000,Furley,K - 5.,4633 Furley Avenue,21206,ES,Traditional,1438915.60316000000,605569.26221000000,,Match,Exact,"4633 Furley Ave, BALTIMORE, MD, 21206",206456123,R,-76.55371,39.329597
207.00000000000,207.00000000000,Curtis Bay,Pre-K - 8.,4301 West Bay Avenue,21225,PK8,Traditional,1427636.09094000000,568236.75452600000,,Match,Exact,"4301 W Bay Ave, BALTIMORE, MD, 21225",206454541,L,-76.59373,39.22744
210.00000000000,210.00000000000,Hazelwood,K - 8.,4517 Hazelwood Avenue,21206,PK8,Traditional,1442864.14513000000,609250.76961100000,,Match,Exact,"4517 Hazelwood Ave, BALTIMORE, MD, 21206",206412150,R,-76.53997,39.339027
211.00000000000,211.00000000000,Gardenville,K - 5.,5300 Belair Road,21206,ES,Traditional,1438894.89716000000,609297.32594800000,,Match,Exact,"5300 Belair Rd, BALTIMORE, MD, 21206",206456000,L,-76.552444,39.33763
212.00000000000,212.00000000000,Garrett Heights,Pre-K - 8.,2800 Ailsa Avenue,21214,PK8,Traditional,1434067.21915000000,613151.00492100000,,Match,Exact,"2800 Ailsa Ave, BALTIMORE, MD, 21214",206409983,L,-76.57048,39.349327
213.00000000000,213.00000000000,Govans,Pre-K - 5.,5801 York Road,21212,ES,Traditional,1423133.61503000000,617168.69045500000,,No_Match,,,,,,
214.00000000000,214.00000000000,Guilford,Pre-K - 8.,4520 York Road,21212,PK8,Traditional,1422435.89300000000,611103.78723000000,,Match,Exact,"4520 York Rd, BALTIMORE, MD, 21212",206408698,L,-76.60967,39.3436
215.00000000000,215.00000000000,Highlandtown #215,Pre-K - 8.,3223 E. Pratt Street,21224,PK8,Traditional,1433869.31207000000,591425.37350300000,,Match,Exact,"3223 E Pratt St, BALTIMORE, MD, 21224",206425267,R,-76.570854,39.29012
217.00000000000,217.00000000000,Belmont,Pre-K - 5.,1406 N. Ellamont Street,21216,ES,Traditional,1405436.08284000000,596355.90826200000,,Match,Exact,"1406 N Ellamont St, BALTIMORE, MD, 21216",206453958,L,-76.67066,39.30389
219.00000000000,219.00000000000,Yorkwood,Pre-K - 5.,5931 Yorkwood Road,21239,ES,Traditional,1430747.59095000000,618266.16890300000,,Match,Exact,"5931 Yorkwood Rd, BALTIMORE, MD, 21239",206439933,R,-76.58419,39.362637
220.00000000000,220.00000000000,Morrell Park,Pre-K - 8.,2601 Tolley Street,21230,PK8,Traditional,1411207.09394000000,581526.07178000000,,Match,Exact,"2601 Tolley St, BALTIMORE, MD, 21230",206433306,L,-76.65102,39.263985
221.00000000000,221.00000000000,Mount Washington,Pre-K - 5.,1801 Sulgrave Avenue,21209,ES,Traditional,1409894.51487000000,619003.99748000000,,Match,Exact,"1801 Sulgrave Ave, BALTIMORE, MD, 21209",206465244,L,-76.654686,39.366215
223.00000000000,223.00000000000,Pimlico,Pre-K - 8.,4849 Pimlico Road,21215,PK8,Traditional,1406305.65985000000,612409.36073500000,,Match,Exact,"4849 Pimlico Rd, BALTIMORE, MD, 21215",206405901,R,-76.668785,39.348312
224.00000000000,224.00000000000,Grove Park,Pre-K - 8.,5545 Kennison Avenue,21215,PK8,Traditional,1397396.31513000000,610364.29199000000,,Match,Exact,"5545 Kennison Ave, BALTIMORE, MD, 21215",206404196,L,-76.69959,39.342564
225.00000000000,225.00000000000,Westport,Pre-K - 8.,2401 Nevada Street,21230,PK8,Traditional,1414929.52514000000,581253.11268000000,,Match,Exact,"2401 Nevada St, BALTIMORE, MD, 21230",206422241,L,-76.638626,39.26161
226.00000000000,226.00000000000,Violetville,Pre-K - 8.,1207 Pine Heights Avenue,21229,PK8,Traditional,1404726.86806000000,583189.78301900000,,Match,Exact,"1207 Pine Heights Ave, BALTIMORE, MD, 21229",206415661,L,-76.673904,39.267216
228.00000000000,228.00000000000,John Ruhrah,Pre-K - 8.,701 S. Rappolla Street,21224,PK8,Traditional,1439053.09205000000,589418.24923700000,,Match,Exact,"701 Rappolla St, BALTIMORE, MD, 21224",206426611,L,-76.55285,39.2851
229.00000000000,229.00000000000,Holabird,Pre-K - 8.,1500 Imla Street,21224,PK8,Traditional,1442943.67286000000,586359.67070800000,,Match,Exact,"1500 Imla St, BALTIMORE, MD, 21224",206431878,R,-76.538025,39.276432
231.00000000000,231.00000000000,Brehms Lane,Pre-K - 5.,3536 Brehms Lane,21213,ES,Traditional,1435043.46392000000,602941.84850200000,,No_Match,,,,,,
232.00000000000,232.00000000000,Thomas Jefferson,Pre-K - 8.,605 Dryden Drive,21229,PK8,Traditional,1397913.02998000000,593359.46215500000,,Match,Exact,"605 Dryden Dr, BALTIMORE, MD, 21229",206412650,R,-76.69924,39.29501
233.00000000000,233.00000000000,Roland Park,K - 8.,5207 Roland Avenue,21210,ES/MS,Traditional,1415890.22795000000,616016.09203800000,,Match,Exact,"5207 Roland Ave, BALTIMORE, MD, 21210",206445817,R,-76.634766,39.35691
234.00000000000,234.00000000000,Arlington,Pre-K - 8.,3705 W. Rogers Avenue,21215,PK8,Traditional,1401680.58314000000,613370.59536100000,,Match,Exact,"3705 W Rogers Ave, BALTIMORE, MD, 21215",206465107,L,-76.68482,39.350906
235.00000000000,235.00000000000,Glenmount,Pre-K - 8.,6211 Walther Avenue,21206,PK8,Traditional,1442032.83806000000,614088.95219200000,,Match,Exact,"6211 Walther Ave, BALTIMORE, MD, 21206",206434718,R,-76.54295,39.35157
236.00000000000,236.00000000000,Hamilton,Pre-K - 8.,6101 Old Harford Road,21214,PK8,Traditional,1437414.78004000000,616938.31197900000,,Match,Exact,"6101 Old Harford Rd, BALTIMORE, MD, 21214",206410775,R,-76.55828,39.359016
237.00000000000,237.00000000000,Highlandtown #237,Pre-K - 8,231 S. Eaton Street,21224,PK8,Traditional,1435442.58385000000,591215.86801700000,,Match,Exact,"231 Eaton St, BALTIMORE, MD, 21224",206426201,L,-76.56546,39.289494
239.00000000000,239.00000000000,Benjamin Franklin #239 @ Masonville Cove,9-11,1201 Cambria Street,21225,HS,Traditional,1427478.55812000000,570583.36400600000,,Match,Exact,"1201 Cambria St, BALTIMORE, MD, 21225",206426992,R,-76.59335,39.232914
240.00000000000,240.00000000000,Graceland Park / O'Donnell Heights,Pre-K - 8.,6300 O'Donnell Street,21224,PK8,Traditional,1442560.64606000000,588750.96710700000,,No_Match,,,,,,
241.00000000000,241.00000000000,Fallstaff,Pre-K - 8.,3801 Fallstaff Road,21215,PK8,Traditional,1395623.09788000000,617609.23484900000,,Match,Exact,"3801 Fallstaff Rd, BALTIMORE, MD, 21215",206465042,L,-76.70489,39.363224
242.00000000000,242.00000000000,Northwood,Pre-K - 5.,5201 Loch Raven Boulevard,21239,ES,Traditional,1428629.46494000000,614319.04195500000,,Match,Exact,"5201 Loch Raven Blvd, BALTIMORE, MD, 21239",206430881,R,-76.59037,39.352165
243.00000000000,243.00000000000,Armistead Garden,Pre-K - 8.,5001 E. Eager Street,21205,PK8,Traditional,1438888.99986000000,596884.77301700000,,Match,Exact,"5001 E Eager St, BALTIMORE, MD, 21205",206438725,R,-76.55458,39.304104
245.00000000000,245.00000000000,Leith Walk,Pre-K - 5.,1235 Sherwood Avenue,21239,ES,Traditional,1427837.52000000000,618897.26901900000,,Match,Exact,"1235 Sherwood Ave, BALTIMORE, MD, 21239",206446022,R,-76.59193,39.36583
246.00000000000,246.00000000000,Beechfield,Pre-K - 8.,301 S. Beechfield Avenue,21229,PK8,Traditional,1399110.74904000000,587979.89154900000,,Match,Exact,"301 S Beechfield Ave, BALTIMORE, MD, 21229",206465497,L,-76.69371,39.28136
247.00000000000,247.00000000000,Cross Country,Pre-K - 8.,6100 Cross Country Boulevard,21215,PK8,Traditional,1400516.13009000000,617757.27753200000,,Match,Exact,"6100 Cross Country Blvd, BALTIMORE, MD, 21215",206444787,L,-76.68652,39.362316
248.00000000000,248.00000000000,Sinclair Lane,Pre-K - 5.,3880 Sinclair Lane,21213,ES,Traditional,1436599.99000000000,600627.58508600000,,Match,Exact,"3880 Sinclair Ln, BALTIMORE, MD, 21213",206425682,L,-76.561,39.314587
249.00000000000,249.00000000000,Medfield Heights,Pre-K - 5.,4300 Buchanan Avenue,21211,ES,Traditional,1413438.25910000000,609912.05929900000,,Match,Exact,"4300 Buchanan Ave, BALTIMORE, MD, 21211",206464623,L,-76.64195,39.3404
250.00000000000,250.00000000000,Dr. Bernard Harris Sr.,Pre-K - 5.,1400 N. Caroline Street,21213,ES,Traditional,1425899.82997000000,597547.61027400000,,Match,Exact,"1400 N Caroline St, BALTIMORE, MD, 21213",206430578,L,-76.59814,39.306293
251.00000000000,251.00000000000,Callaway,Pre-K - 5.,3701 Fernhill Avenue,21215,ES,Traditional,1403297.00412000000,608213.90521500000,,Match,Exact,"3701 Fernhill Ave, BALTIMORE, MD, 21215",206405452,L,-76.67776,39.33693
254.00000000000,254.00000000000,Dr. Martin Luther King Jr,Pre-K - 8.,3750 Greenspring Avenue,21211,PK8,Traditional,1409392.82493000000,607094.29164000000,,Match,Exact,"3750 Greenspring Ave, BALTIMORE, MD, 21211",206441749,L,-76.6559,39.333275
256.00000000000,256.00000000000,Calvin  M. Rodwell,Pre-K - 5.,3501 Hillsdale Road,21207,ES,Traditional,1398879.19012000000,606038.92072000000,,Match,Exact,"3501 Hillsdale Rd, BALTIMORE, MD, 21207",206405209,R,-76.69472,39.33004
260.00000000000,260.00000000000,Frederick,Pre-K - 5.,2501 Frederick Avenue,21223,ES,Traditional,1409490.28504000000,588606.21214700000,,Match,Exact,"2501 Frederick Ave, BALTIMORE, MD, 21223",206415164,L,-76.65593,39.283386
261.00000000000,261.00000000000,Lockerman Bundy,Pre-K - 5.,301 N. Pulaski Street,21223,ES,Traditional,1411503.93094000000,592301.52496600000,,Match,Exact,"301 N Pulaski St, BALTIMORE, MD, 21223",206415221,R,-76.6503,39.291973
202.00000000000,262.00000000000,Empowerment Academy,Pre-K - 8.,851 Braddish Avenue,21216,Charter,Charter,1408809.46914000000,594093.31567400000,,Match,Exact,"851 Braddish Ave, BALTIMORE, MD, 21216",206465560,R,-76.65954,39.29742
36.00000000000,263.00000000000,William C. March,6 - 8.,2050 N. Wolfe st,21213,MS,Traditional,1427125.58999000000,600003.26645200000,,Match,Exact,"2050 N Wolfe St, BALTIMORE, MD, 21213",206423413,L,-76.59188,39.314236
301.00000000000,301.00000000000,William S. Baer School,Pre-K - 12.,2001 N. Warwick Avenue,21216,SPED,SPED,1409472.44387000000,598992.43579700000,,Match,Exact,"2001 N Warwick Ave, BALTIMORE, MD, 21216",206440753,R,-76.6572,39.310127
307.00000000000,307.00000000000,Claremont School,9 - 12.,5301 Erdman Avenue,21205,SPED,SPED,1438618.44496000000,595589.94982000000,,Match,Non_Exact,"5301 Erdman Ave, BALTIMORE, MD, 21213",206458092,R,-76.554276,39.303448
313.00000000000,313.00000000000,Lois T. Murray,Pre-K - 8.,1600 Arlington Avenue,21239,SPED,SPED,1428971.39207000000,612225.75020900000,,Match,Non_Exact,"1600 E Arlington Ave, BALTIMORE, MD, 21239",206409995,L,-76.58886,39.34659
314.00000000000,314.00000000000,Sharp Leadenhall,K - 5.,150 W. West Street,21230,SPED,SPED,1420226.87511000000,586515.94008100000,,Match,Exact,"150 W West St, BALTIMORE, MD, 21230",206420998,R,-76.61876,39.27606
321.00000000000,321.00000000000,Midtown Academy,K - 8.,1398 Mount Royal Ave,21217,Charter,Charter,1419255.55291000000,597965.81186600000,,Match,Non_Exact,"1398 W Mount Royal Ave, BALTIMORE, MD, 21217",206417266,L,-76.62192,39.308376
322.00000000000,322.00000000000,New Song Academy,Pre-K - 8.,1530 Presstman Street,21217,PK8,New Schools Initiative,1413360.87703000000,597119.55634100000,,Match,Exact,"1530 Presstman St, BALTIMORE, MD, 21217",206416348,R,-76.64276,39.30544
323.00000000000,323.00000000000,The Crossroads School,6 - 8.,802 South Caroline Street,21231,Charter,Charter,1426359.78312000000,588480.06574600000,,No_Match,,,,,,
82.00000000000,324.00000000000,Kipp Ujima Village Academy,5 - 8.,4701 Greenspring Avenue,21209,Charter,Charter,1409103.91015000000,611582.66980300000,,Match,Exact,"4701 Greenspring Ave, BALTIMORE, MD, 21209",206466864,R,-76.658905,39.344467
79.00000000000,325.00000000000,ConneXions Community Leadership Acad,6 - 12,2801 N. Dukeland St.,21216,Charter,Charter,1407306.76185000000,601539.21876100000,,Match,Exact,"2801 N Dukeland St, BALTIMORE, MD, 21216",206442823,R,-76.66522,39.32158
326.00000000000,326.00000000000,City Neighbors Charter School,K - 8.,4301 Raspe Avenue,21206,Charter,Charter,1443995.46996000000,612953.37506700000,,Match,Exact,"4301 Raspe Ave, BALTIMORE, MD, 21206",206465428,R,-76.53484,39.34919
327.00000000000,327.00000000000,Patterson Park Public Charter School,K - 8.,27 North Lakewood Avenue,21224,Charter,Charter,1431554.36099000000,592384.78431400000,,Match,Exact,"27 N Lakewood Ave, BALTIMORE, MD, 21224",206425054,R,-76.57907,39.292454
162.00000000000,328.00000000000,Southwest Baltimore Charter School,K-8,1300 Herkimer Street,21223,Charter,Charter,1414679.78516000000,588414.34835700000,,Match,Exact,"1300 Herkimer St, BALTIMORE, MD, 21223",206417989,R,-76.63741,39.2821
139.00000000000,329.00000000000,Inner Harbor East Academy,K-8,200 N. Central Avenue,21202,Charter,Charter,1425405.30012000000,592925.93185400000,,Match,Exact,"200 N Central Ave, BALTIMORE, MD, 21202",206421573,L,-76.59983,39.294556
330.00000000000,330.00000000000,Northwood Appold Community Academy,K-5,4417 Loch Raven Boulevard,21218,Charter,Charter,1427787.58014000000,611766.82232200000,,Match,Exact,"4417 Loch Raven Blvd, BALTIMORE, MD, 21218",206446081,R,-76.592094,39.345318
82.00000000000,331.00000000000,MATHS (MD Academy of Technology & Health Sciences),6 - 12,4701 Greenspring Avenue,21209,Charter,Charter,1409103.91015000000,611582.66980300000,,Match,Exact,"4701 Greenspring Ave, BALTIMORE, MD, 21209",206466864,R,-76.658905,39.344467
332.00000000000,332.00000000000,The Green School,K - 5.,2800 Brendan Ave,21213,Charter,Charter,1433313.83089000000,603975.89958300000,,Match,Exact,"2800 Brendan Ave, BALTIMORE, MD, 21213",206410445,L,-76.57335,39.3246
333.00000000000,333.00000000000,Independence School Local I,9 - 12.,1250 W. 36th Street,21211,Charter,Charter,1415174.08240000000,606314.69608700000,,Match,Exact,"1250 W 36th St, BALTIMORE, MD, 21211",206464618,R,-76.63605,39.33068
26.00000000000,334.00000000000,Bluford Drew Jemison MST Academy,6 - 8,1130 N. Caroline Street,21213,Charter,Charter,1425774.87616000000,596379.47678400000,,Match,Exact,"1130 N Caroline St, BALTIMORE, MD, 21213",206420325,L,-76.59797,39.303455
335.00000000000,335.00000000000,Baltimore International Academy,K-8,3515 Taylor Ave,21236,Charter,Charter,1444863.04106000000,618489.01064900000,,Match,Exact,"3515 Taylor Ave, BALTIMORE, MD, 21236",206437948,R,-76.53392,39.36561
32.00000000000,336.00000000000,Baltimore Montessori Public Charter School,Pre-K - 6.,1600 Guilford Ave,21202,Charter,Charter,1421986.22199000000,598010.12870600000,,Match,Exact,"1600 Guilford Ave, BALTIMORE, MD, 21202",206419147,L,-76.61223,39.307915
332.00000000000,337.00000000000,Afya Public Chater School,6-8,2800 Brendan Ave,21213,Charter,Charter,1433313.83089000000,603975.89958300000,,Match,Exact,"2800 Brendan Ave, BALTIMORE, MD, 21213",206410445,L,-76.57335,39.3246
230.00000000000,338.00000000000,"Friendship Academy of Math, Science and Technology",6-11,801 S Highland Ave,21202,TS,TS,1434528.52499000000,588947.29643800000,,No_Match,,,,,,
93.00000000000,339.00000000000,Friendship Academy of Engineering & Technology,6-11,2500 E. Northern Pkwy,21214,TS,TS,1436603.96998000000,619432.50449700000,,Match,Exact,"2500 E Northern Pkwy, BALTIMORE, MD, 21214",206410592,L,-76.56249,39.36682
40.00000000000,341.00000000000,REACH! Partnership School,6-11,2801 St Lo Drive,21224,TS,TS,1429747.65988000000,601798.01614400000,,Match,Non_Exact,"2801 St Lo Dr, BALTIMORE, MD, 21213",206457773,L,-76.58759,39.31928
80.00000000000,342.00000000000,"KASA Knowledge, Achievement,  Success Acad",6-11,201 North Bend Rd,21229,TS,TS,1395730.30403000000,589490.62442000000,,Match,Exact,"201 N Bend Rd, BALTIMORE, MD, 21229",206453076,R,-76.70578,39.282917
411.00000000000,343.00000000000,Baltimore CIVITAS,6-11,2000 Edgewood St,21216,TS,TS,1403857.98593000000,598753.35195700000,,Match,Exact,"2000 Edgewood St, BALTIMORE, MD, 21216",206413229,L,-76.676,39.310406
457.00000000000,344.00000000000,Baltimore Rising Star Academy,6 - 8.,2200 Sinclair Lane,21212,Alt,Alt,1429154.83495000000,600457.43647600000,,Match,Non_Exact,"2200 Sinclair Ln, BALTIMORE, MD, 21213",206423454,L,-76.58944,39.31435
451.00000000000,345.00000000000,New Hope Academy,6 - 12.,900 Druid Hill Avenue,21201,SPED,SPED,1418503.73387000000,594512.25315600000,,No_Match,,,,,,
41.00000000000,346.00000000000,City Neighbors Hamilton,K-4,5609 Sefton Ave,21214,Charter,Charter,1438212.71086000000,613530.85094600000,,Match,Exact,"5609 Sefton Ave, BALTIMORE, MD, 21214",206465437,R,-76.55554,39.3505
38.00000000000,347.00000000000,KIPP Harmony,K-1,2810 Shirley Ave,21215,Charter,Charter,1407057.99889000000,607381.85865100000,,Match,Exact,"2810 Shirley Ave, BALTIMORE, MD, 21215",206432998,R,-76.66414,39.333836
