district_name,state,district_id,rate_all,rate_ind,rate_asian,rate_pacis,rate_black,rate_latino,rate_white,m_rate_all,m_rate_ind,m_rate_asian,m_rate_pacis,m_rate_black,m_rate_latino,m_rate_white,f_rate_all,f_rate_ind,f_rate_asian,f_rate_pacis,f_rate_black,f_rate_latino,f_rate_white,cnt_all,cnt_ind,cnt_asian,cnt_pacis,cnt_black,cnt_latino,cnt_white,m_cnt_all,m_cnt_ind,m_cnt_asian,m_cnt_pacis,m_cnt_black,m_cnt_latino,m_cnt_white,f_cnt_all,f_cnt_ind,f_cnt_asian,f_cnt_pacis,f_cnt_black,f_cnt_latino,f_cnt_white
DINWIDDIE CO PBLC SCHS,VA,5101170,3.96%,0.00%,0.00%,0.00%,6.82%,0.00%,2.20%,5.71%,0.00%,,,10.29%,0.00%,3.33%,2.06%,0.00%,0.00%,,3.13%,0.00%,0.93%,80,0,0,0,45,0,25,60,0,0,0,35,0,20,20,0,0,0,10,0,5
ESSEX CO PBLC SCHS,VA,5101200,2.21%,,0.00%,,4.35%,0.00%,0.00%,2.90%,,0.00%,,5.71%,0.00%,0.00%,1.49%,,0.00%,,2.94%,0.00%,0.00%,15,0,0,0,15,0,0,10,0,0,0,10,0,0,5,0,0,0,5,0,0
FAIRFAX CO PBLC SCHS,VA,5101260,0.25%,0.00%,0.05%,0.00%,0.89%,0.29%,0.18%,0.42%,0.00%,0.11%,0.00%,1.42%,0.48%,0.32%,0.08%,0.00%,0.00%,0.00%,0.32%,0.09%,0.05%,240,0,10,0,85,65,70,205,0,10,0,70,55,65,35,0,0,0,15,10,10
FALLS CHURCH CITY PBLC SCHS,VA,5101290,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAUQUIER CO PBLC SCHS,VA,5101320,1.09%,0.00%,0.00%,0.00%,2.17%,0.81%,0.95%,1.88%,0.00%,0.00%,0.00%,4.26%,1.52%,1.55%,0.21%,0.00%,0.00%,,0.00%,0.00%,0.28%,55,0,0,0,10,5,35,50,0,0,0,10,5,30,5,0,0,0,0,0,5
FLUVANNA CO PBLC SCHS,VA,5101380,1.11%,0.00%,0.00%,,1.75%,0.00%,1.13%,2.17%,,0.00%,,3.23%,0.00%,2.24%,0.00%,,0.00%,,0.00%,0.00%,0.00%,20,0,0,0,5,0,15,20,0,0,0,5,0,15,0,0,0,0,0,0,0
FRANKLIN CITY PBLC SCHS,VA,5101410,6.38%,0.00%,0.00%,,7.41%,0.00%,0.00%,6.76%,,,,8.77%,0.00%,0.00%,5.97%,,0.00%,,7.84%,0.00%,0.00%,45,0,0,0,40,0,0,25,0,0,0,25,0,0,20,0,0,0,20,0,0
FRANKLIN CO PBLC SCHS,VA,5101440,1.25%,0.00%,0.00%,,1.43%,2.33%,1.25%,2.21%,0.00%,0.00%,,2.70%,4.35%,2.13%,0.26%,0.00%,0.00%,,0.00%,0.00%,0.32%,50,0,0,0,5,5,40,45,0,0,0,5,5,35,5,0,0,0,0,0,5
FREDERICK CO PBLC SCHS,VA,5101470,1.27%,0.00%,0.00%,0.00%,1.89%,0.68%,1.41%,2.12%,0.00%,0.00%,,3.57%,1.37%,2.27%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.46%,75,0,0,0,5,5,65,65,0,0,0,5,5,55,10,0,0,0,0,0,10
FREDERICKSBURG CITY PBLC SCHS,VA,5101510,8.04%,0.00%,0.00%,0.00%,15.52%,3.28%,3.77%,12.50%,0.00%,0.00%,,24.14%,5.88%,5.56%,3.31%,0.00%,0.00%,0.00%,6.90%,0.00%,1.92%,125,0,0,0,90,10,20,100,0,0,0,70,10,15,25,0,0,0,20,0,5
GALAX CITY PBLC SCHS,VA,5101560,0.97%,,0.00%,,0.00%,0.00%,0.00%,1.92%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOUCESTER CO PBLC SCHS,VA,5101620,1.96%,0.00%,0.00%,,8.33%,0.00%,1.65%,3.33%,0.00%,0.00%,,11.11%,0.00%,2.67%,0.41%,0.00%,0.00%,,0.00%,0.00%,0.50%,50,0,0,0,15,0,35,45,0,0,0,10,0,30,5,0,0,0,0,0,5
GOOCHLAND CO PBLC SCHS,VA,5101650,1.36%,,0.00%,,0.00%,0.00%,1.26%,1.85%,,0.00%,,0.00%,0.00%,1.33%,0.89%,,0.00%,,0.00%,0.00%,1.19%,15,0,0,0,0,0,10,10,0,0,0,0,0,5,5,0,0,0,0,0,5
GRAYSON CO PBLC SCHS,VA,5101690,3.03%,,,,0.00%,0.00%,2.33%,3.92%,,,,0.00%,0.00%,4.44%,0.00%,,,,0.00%,0.00%,0.00%,15,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
GREENE CO PBLC SCHS,VA,5101710,2.85%,0.00%,0.00%,,4.55%,0.00%,2.31%,4.76%,0.00%,0.00%,,8.33%,0.00%,4.39%,0.75%,,0.00%,,0.00%,0.00%,0.98%,40,0,0,0,5,0,25,35,0,0,0,5,0,25,5,0,0,0,0,0,5
GREENSVILLE CO PBLC SCHS,VA,5101740,24.90%,,0.00%,,32.00%,10.00%,10.45%,36.69%,,0.00%,,45.74%,14.29%,18.18%,11.48%,,0.00%,,16.05%,0.00%,2.94%,325,0,0,0,280,5,35,255,0,0,0,215,5,30,70,0,0,0,65,0,5
HALIFAX CO PBLC SCHS,VA,5101770,2.48%,0.00%,0.00%,0.00%,3.38%,0.00%,1.92%,3.83%,,0.00%,,5.22%,0.00%,3.03%,1.14%,0.00%,0.00%,0.00%,1.64%,0.00%,0.78%,65,0,0,0,40,0,25,50,0,0,0,30,0,20,15,0,0,0,10,0,5
HAMPTON CITY PBLC SCHS,VA,5101800,6.44%,0.00%,0.00%,0.00%,8.60%,2.94%,4.06%,9.89%,0.00%,0.00%,0.00%,13.29%,3.85%,6.30%,2.52%,0.00%,0.00%,0.00%,3.46%,2.00%,1.46%,510,0,0,0,390,15,90,410,0,0,0,315,10,75,95,0,0,0,75,5,15
HANOVER CO PBLC SCHS,VA,5101830,0.68%,0.00%,0.00%,0.00%,1.38%,0.00%,0.67%,1.18%,0.00%,0.00%,,2.60%,0.00%,1.15%,0.13%,0.00%,0.00%,,0.00%,0.00%,0.16%,55,0,0,0,10,0,45,50,0,0,0,10,0,40,5,0,0,0,0,0,5
HARRISONBURG CITY PBLC SCHS,VA,5101860,1.08%,,0.00%,,2.17%,0.98%,0.58%,2.13%,,0.00%,,4.55%,1.85%,1.19%,0.00%,,0.00%,,0.00%,0.00%,0.00%,25,0,0,0,5,10,5,25,0,0,0,5,10,5,0,0,0,0,0,0,0
HENRICO CO PBLC SCHS,VA,5101890,4.20%,8.33%,0.47%,0.00%,8.79%,2.96%,1.51%,6.47%,20.00%,0.94%,0.00%,13.03%,4.37%,2.68%,1.76%,0.00%,0.00%,0.00%,4.22%,1.06%,0.21%,995,5,10,0,735,55,155,795,5,10,0,565,40,145,200,0,0,0,170,10,10
HENRY CO PBLC SCHS,VA,5101920,1.23%,0.00%,0.00%,,1.40%,0.96%,1.15%,2.08%,0.00%,0.00%,,2.70%,1.82%,1.72%,0.29%,0.00%,0.00%,,0.00%,0.00%,0.50%,45,0,0,0,10,5,25,40,0,0,0,10,5,20,5,0,0,0,0,0,5
HIGHLAND CO PBLC SCHS,VA,5101950,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPEWELL CITY PBLC SCHS,VA,5101980,4.12%,0.00%,0.00%,0.00%,5.58%,2.50%,3.15%,6.15%,,,,8.16%,0.00%,4.76%,2.07%,0.00%,,,3.03%,0.00%,1.59%,80,0,0,0,55,5,20,60,0,0,0,40,0,15,20,0,0,0,15,0,5
ISLE OF WIGHT CO PBLC SCHS,VA,5102010,2.16%,0.00%,0.00%,,4.27%,0.00%,1.33%,3.18%,0.00%,0.00%,,5.88%,0.00%,2.03%,1.04%,0.00%,0.00%,,2.50%,0.00%,0.55%,65,0,0,0,35,0,25,50,0,0,0,25,0,20,15,0,0,0,10,0,5
KING GEO CO PBLC SCHS,VA,5102100,1.57%,0.00%,0.00%,,3.57%,0.00%,1.05%,2.12%,0.00%,0.00%,,6.98%,0.00%,1.31%,0.47%,0.00%,0.00%,,2.38%,0.00%,0.00%,35,0,0,0,15,0,15,25,0,0,0,15,0,10,5,0,0,0,5,0,0
KING WILLIAM CO PBLC SCHS,VA,5102120,3.21%,0.00%,0.00%,,5.56%,0.00%,2.45%,5.17%,0.00%,0.00%,,10.00%,0.00%,3.41%,0.99%,0.00%,0.00%,,0.00%,0.00%,0.00%,35,0,0,0,10,0,20,30,0,0,0,10,0,15,5,0,0,0,0,0,0
LANCASTER CO PBLC SCHS,VA,5102160,2.50%,,0.00%,,4.44%,0.00%,0.00%,4.88%,,,,8.33%,,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
LEE COUNTY PUBLIC SCHOOLS,VA,5102190,1.30%,,,,0.00%,,1.32%,1.82%,,,,0.00%,,1.84%,0.00%,,,,0.00%,,0.00%,20,0,0,0,0,0,20,15,0,0,0,0,0,15,0,0,0,0,0,0,0
LEXINGTON CITY PBLC SCHS,VA,5102220,1.47%,,0.00%,,0.00%,0.00%,1.85%,2.94%,,0.00%,,0.00%,0.00%,3.70%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
LOUDOUN CO PBLC SCHS,VA,5102250,0.70%,0.00%,0.26%,0.00%,1.97%,1.17%,0.59%,1.27%,0.00%,0.51%,0.00%,3.38%,2.08%,1.02%,0.09%,0.00%,0.00%,0.00%,0.00%,0.20%,0.12%,230,0,15,0,40,60,105,215,0,15,0,35,55,95,15,0,0,0,0,5,10
LOUISA CO PBLC SCHS,VA,5102280,3.58%,0.00%,0.00%,0.00%,6.17%,0.00%,2.86%,5.70%,0.00%,,0.00%,10.53%,0.00%,4.88%,0.91%,0.00%,0.00%,,0.00%,0.00%,0.66%,80,0,0,0,25,0,45,65,0,0,0,20,0,40,10,0,0,0,0,0,5
LUNENBURG CO PBLC SCHS,VA,5102310,8.07%,,0.00%,,12.07%,7.69%,5.06%,12.20%,,,,16.13%,14.29%,7.50%,3.80%,,,,7.41%,0.00%,2.56%,65,0,0,0,35,5,20,50,0,0,0,25,5,15,15,0,0,0,10,0,5
LYNCHBURG CITY PBLC SCHS,VA,5102340,8.71%,0.00%,0.00%,,12.64%,5.71%,4.45%,13.04%,0.00%,0.00%,,18.81%,6.25%,7.14%,4.25%,0.00%,0.00%,,6.91%,5.56%,1.45%,375,0,0,0,275,10,65,285,0,0,0,205,5,55,90,0,0,0,75,5,10
MADISON CO PBLC SCHS,VA,5102370,2.78%,,0.00%,,6.25%,0.00%,2.65%,5.38%,,,,9.09%,0.00%,3.95%,0.00%,,0.00%,,0.00%,0.00%,0.00%,25,0,0,0,5,0,20,25,0,0,0,5,0,15,0,0,0,0,0,0,0
MANASSAS CITY PBLC SCHS,VA,5102360,2.71%,0.00%,0.00%,,4.72%,2.59%,1.71%,4.00%,0.00%,0.00%,,7.27%,3.73%,3.26%,1.29%,0.00%,0.00%,,2.00%,1.35%,0.00%,110,0,0,0,25,60,15,85,0,0,0,20,45,15,25,0,0,0,5,15,0
MANASSAS PARK CITY PBLC SCHS,VA,5102390,0.64%,0.00%,0.00%,,0.00%,0.00%,1.14%,0.61%,,0.00%,,0.00%,0.00%,2.17%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
MARTINSVILLE CITY PBLC SCHS,VA,5102400,5.51%,0.00%,0.00%,,7.56%,5.56%,2.53%,8.20%,0.00%,0.00%,,11.86%,10.00%,4.76%,2.63%,0.00%,0.00%,,3.33%,0.00%,0.00%,65,0,0,0,45,5,10,50,0,0,0,35,5,10,15,0,0,0,10,0,0
MATHEWS CO PBLC SCHS,VA,5102430,1.30%,,,,0.00%,0.00%,1.56%,2.44%,,,,0.00%,0.00%,3.03%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
MECKLENBURG CO PBLC SCHS,VA,5102460,5.38%,0.00%,0.00%,0.00%,8.96%,0.00%,2.33%,8.19%,,0.00%,,13.73%,0.00%,3.51%,2.34%,0.00%,0.00%,,4.04%,0.00%,0.99%,120,0,0,0,90,0,25,95,0,0,0,70,0,20,25,0,0,0,20,0,5
MIDDLESEX CO PBLC SCHS,VA,5102490,1.82%,,,,0.00%,0.00%,2.44%,3.57%,,,,0.00%,0.00%,4.65%,0.00%,,,,0.00%,,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
MONTGOMERY CO PBLC SCHS,VA,5102520,1.31%,0.00%,0.00%,0.00%,2.27%,0.00%,1.32%,2.11%,0.00%,0.00%,0.00%,4.35%,0.00%,2.05%,0.45%,0.00%,0.00%,,0.00%,0.00%,0.54%,60,0,0,0,5,0,50,50,0,0,0,5,0,40,10,0,0,0,0,0,10
NELSON CO PBLC SCHS,VA,5102580,3.24%,,0.00%,,4.35%,0.00%,2.96%,5.21%,,,,9.09%,0.00%,4.23%,1.11%,,0.00%,,0.00%,0.00%,1.54%,30,0,0,0,5,0,20,25,0,0,0,5,0,15,5,0,0,0,0,0,5
NEW KENT CO PBLC SCHS,VA,5102610,5.82%,0.00%,0.00%,,6.25%,0.00%,6.54%,9.93%,0.00%,0.00%,,10.53%,0.00%,11.21%,0.81%,0.00%,0.00%,,0.00%,0.00%,0.00%,80,0,0,0,10,0,70,75,0,0,0,10,0,65,5,0,0,0,0,0,0
NEWPORT NEWS CITY PBLC SCHS,VA,5102640,7.20%,11.11%,1.35%,0.00%,10.34%,4.84%,2.87%,10.84%,20.00%,2.56%,0.00%,15.34%,7.50%,4.89%,3.32%,0.00%,0.00%,0.00%,5.15%,2.00%,0.56%,985,5,5,0,755,75,110,765,5,5,0,570,60,100,220,0,0,0,185,15,10
NORFOLK CITY PBLC SCHS,VA,5102670,6.52%,9.52%,1.43%,6.67%,8.64%,2.54%,2.70%,10.06%,9.09%,2.94%,0.00%,13.22%,4.17%,4.26%,2.85%,0.00%,0.00%,0.00%,3.86%,0.85%,1.06%,"1,145",10,5,5,935,30,105,900,5,5,0,730,25,85,245,0,0,0,205,5,20
NORTHAMPTON CO PBLC SCHS,VA,5102710,6.86%,,0.00%,,11.70%,0.00%,4.41%,10.28%,,0.00%,,17.39%,0.00%,8.11%,3.09%,,0.00%,,6.25%,0.00%,0.00%,70,0,0,0,55,0,15,55,0,0,0,40,0,15,15,0,0,0,15,0,0
NORTHUMBERLAND CO PBLC SCHS,VA,5102730,4.48%,,0.00%,,5.45%,0.00%,3.08%,8.45%,,,,9.68%,0.00%,6.25%,0.00%,,,,0.00%,0.00%,0.00%,30,0,0,0,15,0,10,30,0,0,0,15,0,10,0,0,0,0,0,0,0
NOTTOWAY CO PBLC SCHS,VA,5102790,4.07%,0.00%,0.00%,,6.25%,0.00%,1.59%,5.19%,0.00%,0.00%,,8.47%,0.00%,3.23%,2.22%,0.00%,,,3.70%,0.00%,0.00%,55,0,0,0,35,0,10,35,0,0,0,25,0,10,15,0,0,0,10,0,0
ORANGE CO PBLC SCHS,VA,5102820,2.52%,0.00%,0.00%,0.00%,5.56%,0.00%,1.90%,3.67%,0.00%,0.00%,0.00%,7.69%,0.00%,2.52%,1.37%,,0.00%,0.00%,3.45%,0.00%,1.28%,55,0,0,0,15,0,30,40,0,0,0,10,0,20,15,0,0,0,5,0,10
PAGE CO PBLC SCHS,VA,5102850,2.03%,0.00%,0.00%,,8.33%,0.00%,1.90%,3.49%,,0.00%,,16.67%,0.00%,3.14%,0.58%,,0.00%,,0.00%,0.00%,0.64%,35,0,0,0,5,0,30,30,0,0,0,5,0,25,5,0,0,0,0,0,5
PATRICK CO PBLC SCHS,VA,5102880,2.08%,,,,0.00%,0.00%,2.63%,3.85%,,,,0.00%,0.00%,5.00%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
PETERSBURG CITY PBLC SCHS,VA,5102910,16.49%,,0.00%,,17.23%,5.88%,16.67%,22.77%,,0.00%,,23.53%,10.00%,25.00%,9.39%,,0.00%,,10.18%,0.00%,0.00%,315,0,0,0,305,5,5,230,0,0,0,220,5,5,85,0,0,0,85,0,0
PITTSYLVANIA CO PBLC SCHS,VA,5102940,3.98%,0.00%,0.00%,,7.89%,0.00%,2.81%,5.91%,0.00%,0.00%,,11.34%,0.00%,3.95%,1.93%,0.00%,0.00%,,4.30%,0.00%,1.29%,170,0,0,0,75,0,90,130,0,0,0,55,0,65,40,0,0,0,20,0,20
POQUOSON CITY PBLC SCHS,VA,5102980,1.74%,0.00%,0.00%,0.00%,0.00%,20.00%,1.91%,3.41%,0.00%,0.00%,0.00%,0.00%,33.33%,2.53%,0.00%,,0.00%,,0.00%,0.00%,0.00%,15,0,0,0,0,5,15,15,0,0,0,0,5,10,0,0,0,0,0,0,0
PORTSMOUTH CITY PBLC SCHS,VA,5103000,6.35%,0.00%,0.00%,0.00%,7.96%,3.45%,2.97%,9.78%,0.00%,0.00%,0.00%,12.07%,6.90%,5.29%,3.01%,0.00%,0.00%,0.00%,3.84%,0.00%,1.10%,510,0,0,0,435,10,55,395,0,0,0,330,10,50,120,0,0,0,105,0,10
POWHATAN CO PBLC SCHS,VA,5103030,1.55%,0.00%,0.00%,0.00%,3.13%,0.00%,1.28%,2.58%,0.00%,0.00%,0.00%,6.67%,0.00%,1.96%,0.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.53%,35,0,0,0,5,0,25,30,0,0,0,5,0,20,5,0,0,0,0,0,5
PRINCE EDWARD CO PBLC SCHS,VA,5103060,5.15%,,0.00%,0.00%,6.42%,0.00%,4.17%,7.14%,,0.00%,,9.80%,0.00%,7.50%,3.13%,,0.00%,0.00%,3.51%,0.00%,3.13%,50,0,0,0,35,0,15,35,0,0,0,25,0,15,15,0,0,0,10,0,5
PRINCE GEORGE CO PBLC SCHS,VA,5103090,2.43%,0.00%,0.00%,50.00%,3.78%,3.64%,1.37%,3.91%,0.00%,0.00%,100.00%,4.30%,3.57%,2.84%,1.02%,0.00%,0.00%,0.00%,2.20%,0.00%,0.00%,70,0,0,5,35,10,20,55,0,0,5,20,5,20,15,0,0,0,10,0,0
PRINCE WILLIAM CO PBLC SCHS,VA,5103130,2.23%,3.70%,0.52%,0.00%,4.56%,1.96%,1.44%,3.64%,6.25%,1.00%,0.00%,6.98%,3.36%,2.40%,0.75%,0.00%,0.00%,0.00%,2.05%,0.51%,0.39%,855,5,15,0,340,235,190,715,5,15,0,265,205,165,140,0,0,0,75,30,25
PULASKI CO PBLC SCHS,VA,5103150,4.62%,0.00%,0.00%,,9.52%,11.11%,3.92%,7.55%,0.00%,0.00%,,10.00%,20.00%,6.52%,1.51%,0.00%,0.00%,,9.09%,0.00%,1.16%,95,0,0,0,10,5,70,80,0,0,0,5,5,60,15,0,0,0,5,0,10
RADFORD CITY PBLC SCHS,VA,5103180,4.00%,,0.00%,,12.50%,0.00%,3.57%,6.59%,,,,20.00%,0.00%,5.56%,1.19%,,0.00%,,0.00%,0.00%,1.47%,35,0,0,0,10,0,25,30,0,0,0,10,0,20,5,0,0,0,0,0,5
RICHMOND CITY PBLC SCHS,VA,5103240,5.26%,0.00%,0.00%,0.00%,6.84%,1.61%,1.62%,7.62%,0.00%,0.00%,0.00%,9.92%,2.36%,2.35%,2.79%,0.00%,0.00%,0.00%,3.62%,0.83%,0.84%,715,0,0,0,655,20,40,530,0,0,0,485,15,30,185,0,0,0,170,5,10
RICHMOND CO PBLC SCHS,VA,5103270,3.54%,,0.00%,,10.00%,0.00%,1.54%,7.02%,,0.00%,,20.00%,0.00%,3.03%,0.00%,,,,0.00%,0.00%,0.00%,20,0,0,0,15,0,5,20,0,0,0,15,0,5,0,0,0,0,0,0,0
ROANOKE CITY PBLC SCHS,VA,5103300,7.00%,0.00%,2.86%,,10.90%,2.40%,4.33%,10.01%,0.00%,5.56%,,15.54%,3.23%,6.82%,3.70%,0.00%,0.00%,,5.86%,1.59%,1.85%,475,0,5,0,310,15,125,355,0,5,0,230,10,105,120,0,0,0,80,5,25
ROANOKE CO PBLC SCHS,VA,5103330,1.03%,0.00%,0.00%,0.00%,3.90%,0.00%,0.97%,1.66%,0.00%,0.00%,0.00%,4.88%,0.00%,1.65%,0.34%,0.00%,0.00%,0.00%,2.78%,0.00%,0.21%,65,0,0,0,15,0,50,55,0,0,0,10,0,45,10,0,0,0,5,0,5
ROCKBRIDGE CO PBLC SCHS,VA,5103370,1.23%,0.00%,0.00%,,0.00%,0.00%,1.40%,2.38%,0.00%,0.00%,,0.00%,0.00%,2.68%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,15,0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,0,0,0
ROCKINGHAM CO PBLC SCHS,VA,5103390,0.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.75%,1.36%,0.00%,0.00%,,0.00%,0.00%,1.24%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,40,0,0,0,0,0,35,40,0,0,0,0,0,30,5,0,0,0,0,0,5
RUSSELL CO PBLC SCHS,VA,5103420,0.98%,,0.00%,,0.00%,0.00%,1.01%,0.97%,,,,0.00%,0.00%,1.00%,0.98%,,,,0.00%,0.00%,1.01%,10,0,0,0,0,0,10,5,0,0,0,0,0,5,5,0,0,0,0,0,5
SALEM CITY PBLC SCHS,VA,5103460,1.10%,,0.00%,,2.00%,0.00%,1.04%,2.16%,,0.00%,,3.85%,0.00%,2.05%,0.00%,,0.00%,,0.00%,0.00%,0.00%,20,0,0,0,5,0,15,20,0,0,0,5,0,15,0,0,0,0,0,0,0
SCOTT CO PBLC SCHS,VA,5103480,0.61%,,0.00%,,0.00%,0.00%,0.65%,1.19%,,,,0.00%,0.00%,1.26%,0.00%,,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
SHENANDOAH CO PBLC SCHS,VA,5103510,2.43%,0.00%,0.00%,,7.14%,2.94%,2.33%,4.36%,0.00%,0.00%,,14.29%,5.71%,4.10%,0.36%,,0.00%,,0.00%,0.00%,0.44%,70,0,0,0,5,10,55,65,0,0,0,5,10,50,5,0,0,0,0,0,5
SMYTH CO PBLC SCHS,VA,5103520,2.78%,,0.00%,,0.00%,0.00%,2.72%,4.64%,,,,0.00%,0.00%,4.44%,0.51%,,0.00%,,0.00%,0.00%,0.56%,60,0,0,0,0,0,55,55,0,0,0,0,0,50,5,0,0,0,0,0,5
SOUTHAMPTON CO PBLC SCHS,VA,5103600,5.17%,0.00%,0.00%,0.00%,8.47%,0.00%,2.76%,7.91%,,0.00%,,11.67%,0.00%,3.95%,3.03%,,0.00%,,5.08%,0.00%,1.43%,70,0,0,0,50,0,20,55,0,0,0,35,0,15,20,0,0,0,15,0,5
SOUTHEASTERN COOP ED PGM,VA,5100020,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOTSYLVANIA CO PBLC SCHS,VA,5103640,1.72%,0.00%,1.49%,0.00%,3.52%,0.78%,1.41%,2.89%,0.00%,3.33%,0.00%,5.29%,1.48%,2.58%,0.38%,0.00%,0.00%,0.00%,1.67%,0.00%,0.15%,185,0,5,0,65,10,95,160,0,5,0,50,10,90,20,0,0,0,15,0,5
STAFFORD CO PBLC SCHS,VA,5103660,4.20%,0.00%,2.94%,0.00%,9.20%,3.39%,2.95%,7.03%,0.00%,6.06%,0.00%,15.17%,6.57%,4.82%,1.21%,0.00%,0.00%,0.00%,3.30%,0.00%,0.94%,500,0,10,0,195,65,195,430,0,10,0,160,65,165,70,0,0,0,35,0,30
STAUNTON CITY PBLC SCHS,VA,5103690,2.35%,,0.00%,,2.56%,0.00%,2.27%,3.79%,,,,5.56%,0.00%,3.23%,0.81%,,0.00%,,0.00%,0.00%,1.20%,30,0,0,0,5,0,20,25,0,0,0,5,0,15,5,0,0,0,0,0,5
SUFFOLK CITY PBLC SCHS,VA,5103710,7.59%,0.00%,0.00%,0.00%,10.86%,4.69%,3.28%,11.03%,0.00%,0.00%,,15.40%,8.57%,5.08%,4.07%,0.00%,0.00%,0.00%,6.18%,0.00%,1.30%,520,0,0,0,410,15,80,390,0,0,0,295,15,65,135,0,0,0,115,0,15
SURRY CO PBLC SCHS,VA,5103750,5.48%,,,,4.55%,,3.70%,8.11%,,,,10.00%,,6.67%,2.78%,,,,0.00%,,0.00%,20,0,0,0,10,0,5,15,0,0,0,10,0,5,5,0,0,0,0,0,0
SUSSEX CO PBLC SCHS,VA,5103780,11.27%,,,,12.00%,0.00%,11.76%,13.89%,,,,16.67%,0.00%,10.00%,5.71%,,,,7.69%,0.00%,14.29%,40,0,0,0,30,0,10,25,0,0,0,20,0,5,10,0,0,0,10,0,5
TAZEWELL CO PBLC SCHS,VA,5103810,3.23%,,0.00%,,15.79%,0.00%,2.91%,5.38%,,0.00%,,20.00%,0.00%,4.70%,0.99%,,0.00%,,0.00%,0.00%,0.70%,100,0,0,0,15,0,85,85,0,0,0,10,0,70,15,0,0,0,0,0,10
VA BEACH CITY PBLC SCHS,VA,5103840,2.06%,4.35%,0.53%,2.78%,4.46%,1.67%,1.17%,3.19%,9.09%,1.00%,0.00%,6.71%,2.69%,1.80%,0.85%,0.00%,0.00%,0.00%,2.08%,0.62%,0.42%,680,5,10,5,375,55,205,545,5,10,0,290,45,165,135,0,0,0,85,10,35
WARREN CO PBLC SCHS,VA,5103870,1.50%,0.00%,0.00%,,0.00%,0.00%,1.60%,2.55%,0.00%,0.00%,,0.00%,0.00%,3.08%,0.39%,0.00%,0.00%,,0.00%,0.00%,0.48%,40,0,0,0,0,0,35,35,0,0,0,0,0,35,5,0,0,0,0,0,5
WASHINGTON CO PBLC SCHS,VA,5103900,0.71%,0.00%,0.00%,,0.00%,0.00%,0.61%,1.40%,0.00%,0.00%,,0.00%,0.00%,1.21%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,25,0,0,0,0,0,20,25,0,0,0,0,0,20,0,0,0,0,0,0,0
WAYNESBORO CITY PBLC SCHS,VA,5103930,5.13%,0.00%,0.00%,0.00%,6.38%,2.86%,4.43%,8.64%,,0.00%,,13.04%,5.26%,7.48%,1.32%,,0.00%,,0.00%,0.00%,1.05%,80,0,0,0,15,5,45,70,0,0,0,15,5,40,10,0,0,0,0,0,5
WEST POINT PBLC SCHS,VA,5103950,1.49%,0.00%,0.00%,,0.00%,0.00%,1.96%,2.94%,,0.00%,,0.00%,0.00%,3.85%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
WESTMORELAND CO PBLC SCHS,VA,5103980,4.79%,,0.00%,,4.05%,0.00%,5.88%,5.62%,,,,5.13%,0.00%,5.71%,3.85%,,,,2.94%,0.00%,6.06%,40,0,0,0,15,0,20,25,0,0,0,10,0,10,15,0,0,0,5,0,10
